id,Gender,Customer Type,Age,Type of Travel,Class,Flight Distance,Inflight wifi service,Departure/Arrival time convenient,Ease of Online booking,Gate location,Food and drink,Online boarding,Seat comfort,Inflight entertainment,On-board service,Leg room service,Baggage handling,Checkin service,Inflight service,Cleanliness,Departure Delay in Minutes,Arrival Delay in Minutes,satisfaction
25904,Female,Loyal Customer,48,Business travel,Eco Plus,907,4,2,2,2,5,5,3,4,4,4,4,2,4,5,0,1,satisfied
73190,Male,disloyal Customer,25,Business travel,Eco,1258,3,3,3,3,3,2,2,1,2,3,3,2,1,2,199,185,neutral or dissatisfied
70160,Male,Loyal Customer,25,Personal Travel,Eco,550,2,2,2,3,1,2,1,1,4,2,4,4,5,1,56,63,neutral or dissatisfied
126642,Female,Loyal Customer,35,Business travel,Business,602,4,4,4,4,3,5,5,2,2,2,2,5,2,4,0,0,satisfied
76228,Female,Loyal Customer,57,Business travel,Eco,1399,2,2,2,2,4,3,3,2,2,2,2,1,2,4,3,0,neutral or dissatisfied
18983,Male,Loyal Customer,52,Business travel,Business,3245,4,4,4,4,2,3,3,5,5,5,5,4,5,3,93,77,satisfied
42803,Female,Loyal Customer,17,Business travel,Eco,677,0,3,0,3,4,3,4,4,4,5,5,5,5,4,0,0,satisfied
65527,Female,Loyal Customer,30,Personal Travel,Eco,1616,2,4,3,1,1,3,1,1,3,2,4,4,5,1,70,89,neutral or dissatisfied
5441,Male,Loyal Customer,38,Business travel,Business,1561,3,5,3,3,2,4,4,5,5,5,5,5,5,5,0,23,satisfied
18473,Female,Loyal Customer,38,Business travel,Business,285,5,5,5,5,1,1,3,4,4,4,4,5,4,5,0,0,satisfied
98337,Female,disloyal Customer,38,Business travel,Business,1189,1,1,1,3,3,1,3,3,5,5,5,3,5,3,3,0,neutral or dissatisfied
68782,Male,disloyal Customer,23,Business travel,Eco,1021,2,2,2,3,3,2,3,3,3,5,5,5,4,3,0,0,satisfied
98247,Female,Loyal Customer,39,Business travel,Business,2442,5,4,5,5,2,4,4,4,4,4,4,4,4,4,80,86,satisfied
67119,Female,Loyal Customer,55,Business travel,Business,918,1,2,2,2,5,2,2,1,1,1,1,1,1,4,12,5,neutral or dissatisfied
91319,Female,disloyal Customer,25,Business travel,Business,545,3,5,3,1,5,3,5,5,4,4,5,3,5,5,0,2,neutral or dissatisfied
111275,Male,Loyal Customer,59,Business travel,Business,459,4,2,2,2,4,3,4,4,4,4,4,1,4,3,0,5,neutral or dissatisfied
60787,Female,Loyal Customer,9,Personal Travel,Eco Plus,804,1,5,1,3,1,1,1,1,5,2,5,3,5,1,0,0,neutral or dissatisfied
65894,Female,disloyal Customer,26,Business travel,Business,569,0,0,0,3,3,0,1,3,4,2,4,5,4,3,96,91,satisfied
67702,Male,Loyal Customer,51,Business travel,Business,3991,5,5,5,5,3,4,5,4,4,3,4,5,4,3,0,0,satisfied
55982,Male,Loyal Customer,40,Business travel,Business,1620,2,2,2,2,4,3,4,5,5,5,5,4,5,5,0,0,satisfied
38230,Male,Loyal Customer,56,Business travel,Business,1173,3,3,5,3,4,4,4,3,3,3,3,3,3,1,0,0,neutral or dissatisfied
48253,Female,Loyal Customer,56,Personal Travel,Eco,236,3,3,3,3,5,2,5,4,4,3,4,1,4,5,57,52,neutral or dissatisfied
89431,Female,Loyal Customer,18,Personal Travel,Eco,134,2,2,2,3,3,2,4,3,2,4,3,4,3,3,0,0,neutral or dissatisfied
117314,Female,Loyal Customer,8,Personal Travel,Eco Plus,647,3,2,3,3,2,3,5,2,2,4,3,3,2,2,0,0,neutral or dissatisfied
14155,Male,Loyal Customer,33,Business travel,Eco Plus,654,4,3,3,3,4,4,4,4,4,5,2,1,3,4,0,0,satisfied
123078,Male,Loyal Customer,46,Business travel,Business,2623,3,3,3,3,3,5,4,5,5,5,5,3,5,5,0,0,satisfied
50137,Female,Loyal Customer,41,Business travel,Business,209,4,4,4,4,1,3,3,2,2,2,4,1,2,2,95,100,neutral or dissatisfied
41799,Female,Loyal Customer,36,Business travel,Business,257,3,3,3,3,4,4,3,4,4,4,4,1,4,1,0,0,satisfied
47037,Male,Loyal Customer,26,Business travel,Business,1629,1,1,1,1,5,5,5,5,4,4,2,3,3,5,0,0,satisfied
115397,Female,disloyal Customer,36,Business travel,Eco,371,3,2,3,3,5,3,5,5,4,4,2,4,3,5,11,6,neutral or dissatisfied
35221,Male,Loyal Customer,31,Business travel,Business,2201,5,5,5,5,2,2,2,2,5,3,3,3,1,2,0,0,satisfied
52892,Male,Loyal Customer,24,Personal Travel,Eco,836,2,4,2,1,1,2,1,1,5,4,1,1,2,1,27,54,neutral or dissatisfied
90041,Female,Loyal Customer,39,Business travel,Business,3081,5,5,5,5,2,5,4,2,2,2,2,3,2,4,7,0,satisfied
26751,Female,disloyal Customer,20,Business travel,Eco,859,3,4,4,3,4,4,4,4,3,1,3,2,3,4,3,24,neutral or dissatisfied
66071,Female,Loyal Customer,69,Personal Travel,Eco,1055,2,5,2,1,3,4,5,2,2,2,2,5,2,3,29,17,neutral or dissatisfied
33552,Female,disloyal Customer,27,Business travel,Eco,399,1,0,1,4,5,1,5,5,5,1,3,2,1,5,0,0,neutral or dissatisfied
107354,Female,Loyal Customer,10,Business travel,Eco,632,3,4,4,4,3,3,2,3,3,2,4,4,4,3,44,40,neutral or dissatisfied
83598,Male,Loyal Customer,60,Business travel,Business,3626,2,2,2,2,4,5,4,5,5,5,5,3,5,5,35,36,satisfied
117725,Male,Loyal Customer,44,Business travel,Business,833,2,2,2,2,3,5,4,4,4,4,4,3,4,4,15,1,satisfied
34210,Female,Loyal Customer,68,Personal Travel,Eco,1288,2,5,2,3,4,3,5,4,4,2,4,4,4,5,6,24,neutral or dissatisfied
129245,Male,Loyal Customer,41,Business travel,Business,2163,3,3,3,3,5,3,4,3,3,3,3,3,3,4,60,70,neutral or dissatisfied
16810,Female,Loyal Customer,46,Business travel,Eco,645,3,2,2,2,3,3,3,2,1,2,4,3,3,3,141,139,neutral or dissatisfied
88356,Male,Loyal Customer,54,Business travel,Eco,515,3,2,2,2,3,3,3,3,4,3,3,2,3,3,44,33,neutral or dissatisfied
3875,Female,Loyal Customer,44,Business travel,Business,3767,1,1,1,1,5,2,2,2,2,2,1,4,2,2,44,92,neutral or dissatisfied
4749,Male,disloyal Customer,43,Personal Travel,Eco,888,5,1,5,3,4,1,4,4,4,4,4,2,4,4,0,0,satisfied
9559,Female,disloyal Customer,44,Business travel,Business,288,5,5,5,5,4,5,4,4,4,5,4,4,4,4,0,0,satisfied
112110,Female,disloyal Customer,26,Business travel,Business,1024,4,4,4,1,5,4,5,5,3,2,4,4,5,5,16,14,neutral or dissatisfied
114915,Male,Loyal Customer,48,Business travel,Business,3185,2,2,2,2,5,5,4,5,5,5,5,5,5,5,0,0,satisfied
66011,Male,Loyal Customer,30,Business travel,Business,2974,4,4,4,4,4,4,4,4,3,3,4,3,5,4,74,67,satisfied
60450,Female,Loyal Customer,46,Business travel,Business,2981,1,1,1,1,2,5,4,5,5,5,5,3,5,3,1,0,satisfied
129469,Male,disloyal Customer,23,Business travel,Eco,1428,2,2,2,2,2,2,2,2,4,3,5,3,4,2,0,7,neutral or dissatisfied
62153,Male,Loyal Customer,39,Business travel,Business,2454,5,5,5,5,5,5,4,5,5,5,5,5,5,3,0,0,satisfied
39499,Male,Loyal Customer,24,Business travel,Business,3482,5,5,5,5,4,4,4,4,3,2,5,4,4,4,0,0,satisfied
19091,Female,Loyal Customer,48,Personal Travel,Eco,296,2,5,4,3,4,4,4,2,2,4,2,3,2,3,0,0,neutral or dissatisfied
48260,Male,Loyal Customer,63,Personal Travel,Eco,391,3,4,3,5,5,3,4,5,3,4,5,3,5,5,0,4,neutral or dissatisfied
96830,Male,Loyal Customer,37,Business travel,Business,3744,5,5,5,5,5,5,5,5,4,4,4,5,4,5,172,163,satisfied
126561,Male,Loyal Customer,37,Business travel,Business,1558,4,1,1,1,1,3,4,4,4,3,4,1,4,3,0,8,neutral or dissatisfied
69098,Male,Loyal Customer,57,Business travel,Business,1389,1,1,3,1,5,5,4,5,5,5,5,4,5,5,0,0,satisfied
89178,Male,Loyal Customer,21,Personal Travel,Eco,1947,2,4,2,3,1,2,1,1,4,2,3,5,4,1,0,0,neutral or dissatisfied
48501,Male,Loyal Customer,9,Business travel,Eco,776,2,2,2,2,2,2,4,2,1,1,3,1,3,2,16,6,neutral or dissatisfied
109465,Female,Loyal Customer,24,Business travel,Business,3536,5,5,5,5,4,4,4,4,3,5,5,3,5,4,0,0,satisfied
62274,Male,disloyal Customer,36,Business travel,Business,414,3,3,3,5,3,3,3,3,4,2,5,4,5,3,0,0,neutral or dissatisfied
98908,Male,Loyal Customer,44,Business travel,Business,3165,2,2,2,2,4,5,5,4,4,4,4,5,4,3,0,0,satisfied
17357,Female,Loyal Customer,49,Business travel,Business,1600,2,5,5,5,4,4,4,0,0,1,2,2,0,3,0,0,neutral or dissatisfied
115331,Male,Loyal Customer,42,Business travel,Business,3605,4,4,4,4,3,5,4,4,4,4,4,4,4,3,0,0,satisfied
65150,Female,Loyal Customer,52,Personal Travel,Eco,247,4,4,0,2,5,4,4,5,5,0,5,3,5,3,0,0,satisfied
42257,Male,Loyal Customer,52,Business travel,Eco,550,2,4,4,4,2,2,2,2,3,5,3,4,3,2,0,0,neutral or dissatisfied
116136,Male,Loyal Customer,20,Personal Travel,Eco,446,4,3,4,3,1,4,1,1,3,4,4,2,4,1,0,0,neutral or dissatisfied
36244,Male,Loyal Customer,47,Business travel,Business,728,1,1,1,1,1,3,2,5,5,5,5,1,5,3,0,0,satisfied
109049,Male,Loyal Customer,45,Business travel,Business,3692,2,2,2,2,1,2,2,2,2,2,2,3,2,4,63,52,neutral or dissatisfied
111496,Female,Loyal Customer,44,Business travel,Business,3979,4,4,4,4,3,5,5,4,4,4,4,3,4,3,0,0,satisfied
8105,Female,Loyal Customer,47,Business travel,Business,3546,2,2,2,2,4,2,2,2,2,2,2,2,2,2,19,21,neutral or dissatisfied
19478,Female,Loyal Customer,57,Business travel,Business,177,5,5,5,5,1,1,1,5,5,5,3,4,5,5,91,128,satisfied
79579,Female,Loyal Customer,34,Business travel,Business,760,4,4,4,4,4,4,4,3,3,3,3,3,3,3,6,0,satisfied
26935,Female,Loyal Customer,26,Business travel,Eco,2378,4,5,5,5,4,5,5,4,3,2,5,4,5,4,4,0,satisfied
81010,Female,Loyal Customer,45,Business travel,Business,228,0,0,0,3,3,4,5,3,3,3,3,4,3,5,0,21,satisfied
32348,Female,Loyal Customer,33,Business travel,Business,163,3,3,4,3,2,2,5,4,4,5,3,4,4,3,0,3,satisfied
122747,Male,disloyal Customer,22,Business travel,Eco,251,1,0,1,3,2,1,3,2,4,2,5,4,3,2,0,0,neutral or dissatisfied
88118,Male,Loyal Customer,51,Business travel,Business,406,5,5,5,5,5,4,5,4,4,4,4,4,4,4,9,4,satisfied
5622,Male,Loyal Customer,60,Personal Travel,Eco,624,4,3,4,1,4,4,4,1,2,5,2,4,5,4,175,180,satisfied
97335,Male,Loyal Customer,40,Business travel,Business,3764,1,1,1,1,4,5,4,4,4,5,4,4,4,3,16,3,satisfied
72995,Male,Loyal Customer,62,Business travel,Eco,696,3,3,5,3,2,3,2,2,2,5,2,3,2,2,24,1,neutral or dissatisfied
21707,Female,Loyal Customer,68,Personal Travel,Eco,746,3,5,3,2,5,5,5,2,2,3,2,4,2,3,27,37,neutral or dissatisfied
120201,Male,Loyal Customer,38,Business travel,Business,2930,2,5,5,5,2,4,4,2,2,2,2,4,2,3,7,23,neutral or dissatisfied
42929,Male,Loyal Customer,44,Business travel,Business,192,5,5,5,5,3,5,4,5,5,5,5,3,5,3,23,13,satisfied
117511,Male,Loyal Customer,11,Personal Travel,Eco,507,3,5,3,1,1,3,1,1,4,4,4,5,5,1,11,5,neutral or dissatisfied
125569,Female,Loyal Customer,33,Personal Travel,Eco,226,1,4,1,1,2,1,2,2,3,4,4,4,5,2,0,0,neutral or dissatisfied
128566,Female,Loyal Customer,10,Personal Travel,Eco Plus,338,1,5,3,3,5,3,4,5,4,2,4,5,4,5,0,0,neutral or dissatisfied
16040,Male,Loyal Customer,51,Business travel,Eco Plus,380,2,4,4,4,2,2,2,2,1,1,3,3,4,2,16,0,satisfied
27289,Male,Loyal Customer,34,Business travel,Business,3144,4,4,4,4,3,5,4,5,5,5,5,5,5,1,3,0,satisfied
61198,Male,Loyal Customer,69,Business travel,Business,3714,4,1,1,1,1,2,2,4,4,4,4,3,4,1,0,0,neutral or dissatisfied
120723,Female,Loyal Customer,49,Business travel,Business,90,4,4,2,4,3,4,4,4,4,4,4,4,4,3,0,0,satisfied
73793,Male,Loyal Customer,30,Business travel,Eco Plus,204,2,5,5,5,2,2,2,2,3,5,4,2,4,2,105,93,neutral or dissatisfied
36093,Female,Loyal Customer,40,Personal Travel,Eco,399,3,4,3,1,1,3,1,1,5,1,2,5,1,1,0,0,neutral or dissatisfied
66777,Female,Loyal Customer,29,Personal Travel,Eco Plus,802,2,3,2,4,2,2,2,2,3,2,4,4,3,2,0,0,neutral or dissatisfied
91068,Male,Loyal Customer,68,Personal Travel,Eco,406,3,3,3,2,3,3,3,3,5,3,3,4,5,3,0,0,neutral or dissatisfied
120574,Female,Loyal Customer,53,Business travel,Eco Plus,676,2,5,5,5,5,4,4,2,2,2,2,1,2,3,0,0,neutral or dissatisfied
30294,Female,Loyal Customer,24,Business travel,Business,1476,4,4,4,4,5,5,5,5,2,3,4,4,5,5,0,8,satisfied
99081,Male,Loyal Customer,43,Business travel,Business,3677,4,4,4,4,4,4,4,4,4,4,4,4,4,5,2,0,satisfied
12094,Male,Loyal Customer,7,Personal Travel,Business,1034,2,4,2,2,2,4,4,5,5,2,3,4,2,4,143,121,neutral or dissatisfied
11849,Female,Loyal Customer,65,Personal Travel,Business,1042,4,5,4,4,3,5,4,4,4,4,2,5,4,5,48,30,neutral or dissatisfied
2671,Female,Loyal Customer,8,Personal Travel,Eco,597,4,4,4,2,2,4,2,2,5,4,5,4,4,2,0,6,neutral or dissatisfied
55140,Male,Loyal Customer,50,Personal Travel,Eco,1635,1,5,1,3,4,1,4,4,3,5,5,3,4,4,0,4,neutral or dissatisfied
75362,Male,Loyal Customer,26,Personal Travel,Eco Plus,2556,3,2,3,3,3,4,4,4,1,2,4,4,4,4,0,33,neutral or dissatisfied
5763,Female,Loyal Customer,24,Personal Travel,Eco,859,3,5,3,5,2,3,2,2,3,5,4,3,4,2,37,52,neutral or dissatisfied
12659,Female,Loyal Customer,55,Personal Travel,Eco,1236,1,4,1,3,3,3,4,5,5,1,5,5,5,5,0,9,neutral or dissatisfied
21207,Female,disloyal Customer,21,Business travel,Eco,192,3,3,3,4,1,3,1,1,4,2,3,1,3,1,0,0,neutral or dissatisfied
45421,Female,Loyal Customer,57,Business travel,Eco,649,4,4,4,4,4,1,3,4,4,4,4,5,4,3,27,17,satisfied
51952,Male,Loyal Customer,22,Business travel,Business,936,2,5,2,2,4,4,4,4,5,1,1,4,2,4,0,7,satisfied
80873,Female,Loyal Customer,49,Personal Travel,Eco,484,3,4,3,3,3,5,4,4,4,3,4,5,4,3,0,0,neutral or dissatisfied
119054,Female,Loyal Customer,31,Personal Travel,Eco,2279,1,5,1,2,3,1,3,3,5,3,5,3,5,3,0,0,neutral or dissatisfied
128651,Male,disloyal Customer,21,Business travel,Eco,1444,5,4,4,1,5,1,1,4,4,5,4,1,3,1,1,2,satisfied
65790,Female,disloyal Customer,38,Business travel,Business,1389,5,5,5,1,2,5,2,2,4,5,5,3,4,2,3,0,satisfied
71834,Female,Loyal Customer,42,Business travel,Business,1846,1,2,2,2,5,2,3,1,1,1,1,2,1,4,0,0,neutral or dissatisfied
94138,Male,Loyal Customer,55,Business travel,Business,1884,4,4,1,4,3,4,5,4,4,4,5,4,4,5,4,2,satisfied
5255,Male,disloyal Customer,26,Business travel,Business,285,1,2,1,2,3,1,3,3,4,2,3,1,2,3,0,3,neutral or dissatisfied
115771,Male,Loyal Customer,43,Business travel,Business,2256,1,1,1,1,5,4,4,1,1,1,1,1,1,2,19,6,neutral or dissatisfied
73967,Male,Loyal Customer,12,Personal Travel,Eco,2342,3,1,3,4,4,3,3,4,2,3,4,3,3,4,31,22,neutral or dissatisfied
32801,Female,Loyal Customer,32,Business travel,Eco,163,2,4,4,4,2,2,2,2,3,2,4,2,3,2,0,0,neutral or dissatisfied
36503,Female,Loyal Customer,46,Business travel,Business,2502,2,2,2,2,3,1,3,4,4,4,4,3,4,5,5,0,satisfied
63315,Male,Loyal Customer,19,Business travel,Eco,337,4,2,2,2,4,4,3,4,4,4,3,4,3,4,12,17,neutral or dissatisfied
51581,Female,Loyal Customer,38,Business travel,Business,261,2,2,5,2,4,5,3,4,4,4,4,3,4,3,0,0,satisfied
77979,Female,Loyal Customer,52,Business travel,Business,332,3,3,3,3,4,4,4,4,4,4,4,4,4,3,1,0,satisfied
117451,Male,disloyal Customer,47,Business travel,Eco,707,1,1,1,4,3,1,3,3,1,1,3,1,3,3,16,9,neutral or dissatisfied
58912,Male,Loyal Customer,19,Personal Travel,Eco,888,2,4,2,3,1,2,1,1,4,4,4,5,4,1,1,0,neutral or dissatisfied
11244,Female,Loyal Customer,43,Personal Travel,Eco,301,3,4,3,3,5,4,5,4,4,3,2,4,4,5,0,0,neutral or dissatisfied
122058,Female,Loyal Customer,23,Business travel,Eco,130,2,1,1,1,2,2,2,2,3,1,3,1,3,2,8,26,neutral or dissatisfied
6133,Male,Loyal Customer,45,Business travel,Business,3052,1,1,5,1,3,5,4,3,3,3,3,5,3,3,0,0,satisfied
63668,Female,Loyal Customer,58,Personal Travel,Eco,2405,5,2,5,4,2,3,4,3,3,5,3,2,3,2,10,0,satisfied
73903,Male,disloyal Customer,25,Business travel,Eco,2585,3,3,3,4,3,3,3,3,2,5,4,3,4,3,0,0,neutral or dissatisfied
104087,Female,Loyal Customer,68,Personal Travel,Eco,666,4,3,4,2,1,5,2,1,1,4,1,5,1,5,2,0,neutral or dissatisfied
9170,Female,Loyal Customer,64,Business travel,Business,3239,3,5,3,3,3,5,4,4,4,5,4,3,4,3,0,0,satisfied
105685,Male,Loyal Customer,57,Business travel,Business,2718,2,2,2,2,3,5,5,5,5,5,5,4,5,4,2,0,satisfied
115282,Female,Loyal Customer,43,Business travel,Business,362,4,4,4,4,4,4,3,4,4,3,4,3,4,3,47,45,neutral or dissatisfied
16311,Male,Loyal Customer,28,Business travel,Business,3545,2,2,2,2,5,4,5,5,2,1,5,3,5,5,45,51,satisfied
77671,Male,disloyal Customer,30,Business travel,Eco,813,3,2,2,3,3,2,3,3,4,1,4,3,3,3,105,105,neutral or dissatisfied
19381,Male,Loyal Customer,23,Business travel,Business,1698,2,2,2,2,5,5,5,5,3,2,1,4,3,5,101,126,satisfied
94026,Male,disloyal Customer,37,Business travel,Business,148,4,4,4,2,4,4,3,4,3,4,5,4,5,4,1,0,satisfied
122163,Male,Loyal Customer,54,Business travel,Business,544,2,2,2,2,5,5,5,4,4,4,4,4,4,5,0,0,satisfied
7179,Female,Loyal Customer,40,Business travel,Business,3011,5,5,5,5,4,5,5,5,5,4,5,5,5,4,9,56,satisfied
20625,Male,Loyal Customer,47,Business travel,Eco,783,5,2,2,2,5,5,5,5,4,1,1,4,5,5,0,0,satisfied
124273,Female,disloyal Customer,24,Business travel,Business,255,5,0,5,1,3,5,4,3,5,3,4,4,5,3,0,0,satisfied
1600,Female,Loyal Customer,25,Personal Travel,Eco,140,3,3,3,4,4,3,4,4,4,2,3,1,4,4,27,31,neutral or dissatisfied
23359,Female,Loyal Customer,40,Business travel,Eco Plus,809,4,2,4,2,4,4,4,4,4,3,2,4,4,4,118,100,satisfied
80613,Female,Loyal Customer,38,Business travel,Business,2472,5,5,3,5,3,4,4,5,5,5,5,3,5,5,0,0,satisfied
45303,Female,Loyal Customer,45,Business travel,Eco,175,3,1,1,1,1,1,5,3,3,3,3,3,3,1,0,0,satisfied
21580,Female,Loyal Customer,29,Personal Travel,Eco Plus,331,2,5,2,2,3,2,3,3,5,3,5,3,5,3,0,0,neutral or dissatisfied
65318,Female,Loyal Customer,42,Business travel,Business,2243,5,5,4,5,4,5,4,2,2,2,2,3,2,5,18,18,satisfied
52768,Female,disloyal Customer,42,Business travel,Eco,1874,3,3,3,3,3,3,3,3,5,3,3,2,3,3,0,5,neutral or dissatisfied
49507,Male,disloyal Customer,27,Business travel,Eco,326,3,3,3,2,5,3,5,5,1,1,1,4,5,5,5,0,neutral or dissatisfied
121964,Male,disloyal Customer,38,Business travel,Business,130,4,4,4,4,1,4,1,1,4,3,4,3,5,1,15,8,neutral or dissatisfied
63942,Female,Loyal Customer,64,Personal Travel,Eco,1158,1,4,0,1,4,5,5,4,4,0,4,4,4,3,0,0,neutral or dissatisfied
81471,Male,Loyal Customer,46,Business travel,Business,2074,4,4,4,4,3,3,2,4,4,3,4,4,4,3,27,45,neutral or dissatisfied
54997,Male,Loyal Customer,46,Business travel,Business,1635,3,3,3,3,5,3,4,2,2,2,2,3,2,5,26,27,satisfied
59017,Female,Loyal Customer,53,Business travel,Business,1744,3,3,3,3,4,3,5,2,2,2,2,4,2,4,0,4,satisfied
112287,Male,Loyal Customer,48,Personal Travel,Eco,1703,4,4,4,1,4,4,4,4,5,2,1,4,5,4,45,40,neutral or dissatisfied
97003,Female,Loyal Customer,9,Personal Travel,Eco,883,4,5,3,1,1,3,1,1,4,4,3,3,1,1,28,19,neutral or dissatisfied
102913,Male,Loyal Customer,39,Business travel,Business,1979,3,3,3,3,3,5,4,4,4,4,4,3,4,3,0,0,satisfied
21546,Male,Loyal Customer,16,Personal Travel,Eco,306,2,4,2,1,5,2,5,5,3,2,5,5,4,5,76,73,neutral or dissatisfied
121044,Male,Loyal Customer,29,Personal Travel,Eco,992,2,4,2,3,5,2,5,5,4,3,5,4,4,5,0,10,neutral or dissatisfied
126814,Female,Loyal Customer,41,Business travel,Business,2077,2,2,2,2,5,3,5,5,5,5,5,3,5,3,0,0,satisfied
1936,Male,Loyal Customer,51,Business travel,Business,3304,2,2,2,2,5,5,5,5,5,5,5,4,5,5,0,0,satisfied
17630,Female,Loyal Customer,42,Business travel,Business,2274,2,2,2,2,3,2,2,5,5,5,5,3,5,3,0,0,satisfied
82979,Male,Loyal Customer,51,Business travel,Business,1084,5,5,5,5,3,5,4,4,4,4,4,5,4,4,0,0,satisfied
9557,Female,Loyal Customer,50,Business travel,Business,2335,5,5,5,5,4,5,5,4,4,5,4,5,4,3,0,0,satisfied
76350,Male,Loyal Customer,48,Business travel,Business,1851,1,2,1,1,2,5,5,4,4,4,4,5,4,4,0,0,satisfied
94609,Male,Loyal Customer,50,Business travel,Business,3960,4,4,4,4,3,5,4,5,5,5,4,4,5,5,0,1,satisfied
86573,Male,disloyal Customer,20,Business travel,Eco,1269,2,2,2,4,3,2,3,3,3,3,3,3,4,3,0,0,neutral or dissatisfied
38421,Female,disloyal Customer,36,Business travel,Eco,965,3,3,3,3,3,3,3,3,4,3,1,5,4,3,4,11,neutral or dissatisfied
12479,Male,disloyal Customer,10,Personal Travel,Eco,192,2,5,2,2,2,2,5,2,3,2,4,5,4,2,3,4,neutral or dissatisfied
108382,Male,Loyal Customer,64,Personal Travel,Eco,1728,4,1,4,3,1,4,1,1,3,1,3,2,4,1,18,24,neutral or dissatisfied
99249,Male,Loyal Customer,58,Personal Travel,Eco,541,2,2,2,3,1,2,1,1,4,4,4,3,4,1,4,0,neutral or dissatisfied
128013,Female,Loyal Customer,55,Business travel,Business,1440,2,2,2,2,5,4,5,5,5,5,5,5,5,3,0,0,satisfied
3468,Female,Loyal Customer,64,Personal Travel,Eco Plus,213,2,0,2,1,5,5,5,5,5,2,5,5,5,5,0,6,neutral or dissatisfied
71012,Male,Loyal Customer,52,Business travel,Business,3496,5,5,5,5,3,4,5,5,5,5,5,4,5,3,0,0,satisfied
116293,Male,Loyal Customer,10,Personal Travel,Eco,325,3,4,3,4,1,3,1,1,3,1,4,3,2,1,13,5,neutral or dissatisfied
103164,Male,disloyal Customer,7,Business travel,Eco,491,4,2,4,4,5,4,5,5,4,2,3,3,4,5,22,11,neutral or dissatisfied
29908,Female,Loyal Customer,43,Business travel,Business,253,5,5,5,5,5,2,1,5,5,5,5,3,5,5,0,0,satisfied
37280,Female,Loyal Customer,42,Business travel,Eco,1010,5,4,4,4,1,2,3,5,5,5,5,1,5,2,0,0,satisfied
90266,Female,Loyal Customer,16,Business travel,Business,2899,5,5,5,5,4,4,4,3,5,5,5,4,3,4,220,212,satisfied
63145,Male,Loyal Customer,51,Business travel,Business,2093,1,1,1,1,3,4,4,4,4,5,4,5,4,3,0,0,satisfied
113897,Male,Loyal Customer,35,Business travel,Business,2295,1,5,1,5,1,1,2,1,1,1,1,1,1,2,18,14,neutral or dissatisfied
80519,Male,Loyal Customer,47,Personal Travel,Eco,1749,3,5,3,2,5,3,5,5,3,1,5,1,5,5,0,3,neutral or dissatisfied
107210,Female,disloyal Customer,35,Business travel,Business,668,2,2,2,2,5,2,5,5,4,5,5,4,4,5,0,0,neutral or dissatisfied
48034,Female,Loyal Customer,13,Business travel,Eco Plus,1384,4,5,5,5,4,1,4,3,1,4,3,4,2,4,141,126,neutral or dissatisfied
49907,Male,Loyal Customer,24,Business travel,Eco,326,0,3,0,4,3,0,3,3,5,2,3,3,4,3,1,0,satisfied
15360,Male,Loyal Customer,34,Business travel,Business,2627,1,1,1,1,3,4,1,5,5,5,5,5,5,4,0,0,satisfied
107856,Male,Loyal Customer,51,Business travel,Business,1644,2,2,2,2,4,5,5,5,5,5,5,4,5,5,9,0,satisfied
96716,Male,disloyal Customer,39,Business travel,Eco,813,1,1,1,4,2,1,2,2,2,3,3,3,3,2,0,0,neutral or dissatisfied
57625,Female,disloyal Customer,35,Business travel,Business,200,2,1,1,3,2,1,2,2,5,3,5,4,4,2,0,8,neutral or dissatisfied
87442,Female,Loyal Customer,48,Business travel,Business,304,2,2,4,2,4,5,4,5,5,5,5,4,5,3,33,27,satisfied
115872,Male,Loyal Customer,44,Business travel,Eco,373,5,1,1,1,5,5,5,5,2,1,2,5,5,5,0,0,satisfied
37667,Female,Loyal Customer,66,Personal Travel,Eco,1097,4,3,4,3,4,4,5,3,3,4,3,5,3,2,0,0,neutral or dissatisfied
102881,Male,Loyal Customer,26,Personal Travel,Eco,472,3,5,3,4,3,3,3,3,4,1,3,5,3,3,18,18,neutral or dissatisfied
107099,Female,Loyal Customer,65,Personal Travel,Eco,745,3,5,4,4,1,2,5,3,3,4,1,4,3,5,0,0,neutral or dissatisfied
55791,Female,disloyal Customer,20,Business travel,Eco,1394,2,1,1,4,2,4,4,3,5,2,4,4,2,4,0,3,neutral or dissatisfied
4388,Male,Loyal Customer,30,Personal Travel,Eco,607,3,5,3,1,3,3,3,3,3,4,4,3,5,3,55,88,neutral or dissatisfied
44731,Male,Loyal Customer,40,Business travel,Eco Plus,67,4,4,5,5,4,4,4,4,2,1,1,4,4,4,0,4,satisfied
102620,Male,Loyal Customer,45,Personal Travel,Eco,1294,3,5,3,5,2,3,2,2,3,3,4,3,4,2,11,4,neutral or dissatisfied
53749,Male,Loyal Customer,58,Personal Travel,Eco Plus,1208,3,3,4,4,2,4,2,2,2,1,4,4,4,2,0,0,neutral or dissatisfied
126263,Male,disloyal Customer,37,Business travel,Eco,107,2,2,2,3,2,1,4,3,3,3,4,4,2,4,232,241,neutral or dissatisfied
18176,Female,disloyal Customer,37,Business travel,Business,235,4,4,4,3,4,4,4,4,5,3,5,4,4,4,0,30,neutral or dissatisfied
121318,Male,Loyal Customer,25,Personal Travel,Eco,1009,0,5,0,4,5,0,5,5,5,3,5,3,4,5,0,0,satisfied
